,Unnamed: 0,utterance,expected
997,376,Yes,unknown
998,594,is the deposit negotiable?,deposit
999,429,"Hi, yes can i have more info. ",unknown
1000,552,Yea i would like to!,unknown
1001,1162,Can they open up for 10 minutes I can't do any of these,tourBooking
1002,334,And yes I am interested,unknown
1003,14,346 299 8324,unknown
1004,1153,do -PRON- come with utility,utility
1005,1068,Works the best,unknown
1006,71,Yes I am,unknown
1007,661,"Questioned “Hi Tandra, this is Kelsey reaching out because I saw you submitted an inquiry for Stratford House Apartments. Would you like to schedule a tour or know any additional information?”",unknown
1008,231,Yeah that would be fine :),unknown
1009,1382,"Hi yes I was wanting to more information about the unit. How much does a 2 bed cost, and what is the deposit and application fee ?",applicationFee
1010,244,looking for where close to the city,nearbyAttractions
1011,387,I will let my friend know and see what she says. Thank you!,unknown
1012,1455,"Hello sorry, I'm still looking at apartments, I didn't realize I accidentally submitted something.",unitAssignment
1013,525,what amenity do this unit have,amenities
1014,415,"Hi Kelsey,
Ryan actually scheduled me for the open house tour @3:30 tomorrow.
I do appreciate your out reach.
Thanks so much,
Jayson",unknown
1015,445,Is there a fan in every bedroom,ceilingFans
1016,144,Thank you so much and you have a great day as well,unknown
1017,727,How many apartments are there in this building?,total_units
1018,1163,I like the 2x1 but i wanna look at the 1x1 too,unitAssignment
1019,12,I think you have the wrong number,unknown
1020,1332,"1 person, 2 pets, maximum for rent is what I found listed on apartment list for that apartment which is 960 a month",unitAssignment
1021,39,May1,unknown
1022,1302,I unfortunately can not do a in person tour because I currently live in Ohio I am in the process of moving to texas I did want to know some information,virtualTour
1023,54,What property,unknown
1024,19,"Hello, thank you. What is the location of the 1 bedroom apartment?",community_address
1025,555,Unavailable,unknown
1026,1409,Can you please show me some cheaper unit,wantsLessExpensiveUnit
1027,688,is there on street parking available for guests,parking
1028,781,Im having a hard time finding a place for me and my kids to live,unknown
1029,297,swimming pool,pool
1030,904,Did you rent out #5 yet?..its been posted off the market,tourBooking
1031,496,What is the process for application submission ?,applicationProcess
1032,469,"meaning in great shape, breath able",unknown
1033,472,1 bed 1 bath. Within 2nd week of April.,unitAssignment
1034,1367,I have a question about background. I have a class D misdemeanor assault charge that is 7 years old. No previous record and no record ever after. I am educated and I am a teacher. I want to disclose this information and see your leasing company policy prior to visiting and starting the application and deposit process. I can provide any other information to you or management in regards to this issue.,misdemeanorPolicy
1035,828,what is your felony policy,feloniesPolicy
1036,941,"Hi Ryan, thanks for reaching out. Not quite yet but I'm considering. 

I wanted to ask where the bathrooms and showers are, also the cost of the rent and deposit. Do you allow students to stay at your apartments?",unknown
1037,418,Friday works! I'm a chef so work early morning at 6 till 2:30 so Friday works!,tourBooking
1038,632,Ok,unknown
1039,419,I need to move in as soon as possible,unitAssignment
1040,298,What amenities do you offer at the property?,amenities
1041,531,are there any charges for having a pet,petRent
1042,427,I tried to come before 3pm today.,unknown
1043,91,Thank you,unknown
1044,103,Where are the apartments located ?,community_address
1045,185,Thanks,unknown
1046,129,Yes I've scheduled a tour for tomorrow,tourBooking
1047,1106,Thank you. Cam you please explain what the “move in/furniture cost reimbursement “ means?,unknown
1048,163,Is utility more expensive during the winter,utilityBilling
1049,340,Hi! Thanks for reaching out!,unknown
1050,1287,How much for a 1bedroom 1 bath,unitAssignment
1051,548,What is the price for a studio,unitAssignment
1052,455,Hi - not interested - thanks,unknown
1053,871,Is mornings available,unknown
1054,214,When can i make a visit,tourBooking
1055,370,I would love to schedule an tour,tourBooking
1056,603,Yea I'm here,unknown
1057,197,do -PRON- allow sublease,sublease
1058,1387,pet?,pet
1059,820,unit 2 works for me,unitAssignment
1060,377,"Hi, yes I'm interested. Is it possible to do a remote tour? I'm actually moving to San Francisco for a job so I'm not in the city yet.",virtualTour
1061,51,Okay thank.  I apologize for not getting back to you quickly.  Moving is not fun when it's just you.,unknown
1062,1013,Ok,unknown
1063,438,Parking?,parking
1064,264,But that's still pricey,unitAssignment
1065,1108,Where is the lease office,leaseOfficeDirection
1066,954,can resident sublease,sublease
1067,1164,"Hi Kelsey, thank you for reaching out! Before I come in I just have a couple of questions. What amenities do you offer at the property?",amenities
1068,706,I want to book a tour.,tourBooking
1069,1176,2 bed 2 bath,unitAssignment
1070,432,I am currently in San Diego and would like a virtual tour today or tomorrow,virtualTour
1071,681,can i come for tour?,tourBooking
1072,5,I would!,unknown
1073,1275,Yes what are the requirements for move in?,moveInCost
1074,1080,what be all the fee -PRON- charge for new renter,moveInCost
1075,809,can i have a dog at the apartment,pet
1076,1393,And if so how much are they going for?,unitAssignment
1077,1263,More info for rent,unitAssignment
1078,1034,How much is it?,unitAssignment
1079,116,what be -PRON- pet policy,pet
1080,1240,Virtual would be perfect,virtualTour
1081,211,I try all day but no answer,unknown
1082,1194,Do u have one bedroom apartment available?,unitAssignment
1083,803,I'm trying to complete the application online but it keeps saying to fill out all of the required information but I have filled out all information fields ,unknown
1084,408,Yes I would like to know more about the apartment,unknown
1085,401,Not just yet. What are 2bd prices and what's include?,unitAssignment
1086,1453,Somewhat! I am just not interested in setting up an account right now! ,notInterested
1087,956,tomorrow 3 pm,tourBooking
1088,801,Perfect! Whats the pricing on that,unitAssignment
1089,271,"Hello, I would like to schedule a tour for Saturday 13, I would like to see studio #302",tourBooking
1090,200,Any specials,leasingOfficePromotion
1091,547,what kind of amenity do -PRON- have,amenities
1092,624,where be -PRON-,community_address
1093,1320,are there breed restrictions on dogs?,pet
1094,856,?,unknown
1095,655,I am looking for 2 beds and two baths,unitAssignment
1096,721,Okay sounds good,unknown
1097,984,Please describe how rent is collected and any applicable policies.,rentPaymentPolicy
1098,623,Yes I would like to schedule a tour do you have any available,tourBooking
1099,331,Yes what is the availability you guys have ?,unitAssignment
1100,32,How far are u guys from Rosharon tx or pearland,unknown
1101,731,That would be awesome,unknown
1102,880,Yeah that'll work,unknown
1103,45,Get you some sleep god,unknown
1104,1035,Muchas gracias,unknown
1105,1221,Can you tell me what do I need to have to lease,applicationProcess
1106,812,"Yes, would like to schedule a tour. I close from work at 5:30 p.m. Will be available after work. 
Thanks.",tourBooking
1107,878,What's the best option  for me in the mission for a studio?,unitAssignment
1108,193,how do i book a tour,tourBooking
1109,595,3 bedrooms move in time maybe or June,unitAssignment
1110,1113,do -PRON- allow pet,pet
1111,1087,Yes pleas,unknown
1112,49,I can make that happen,unknown
1113,651,be cat allow,pet
1114,913,do you allow dogs,pet
1115,1094,can i get a short term lease,leasePeriod
1116,422,What's ur price on the 1 bedrooms,unitAssignment
1117,204,Hi Kelsey. Would that still be possible?,unknown
1118,972,be there a gym for resident,gym
1119,638,can you tell me the apartment name?,community_name
1120,934,do -PRON- have a gym,gym
1121,612,"Goodmorning, Yes I would love a tour but I'm moving from Norfolk va to Houston is their any way possible that I could do a virtual tour?",virtualTour
1122,768,"yes, we will be there.",unknown
1123,973,Is there an apartment ready to move in this week?,unitAssignment
1124,43,Can I go head do app,unknown
1125,916,yes I would like to know if you all except section 8 vouchers please... thanks,section8
1126,67,What is the frequency of rent increases?,rentIncrementPolicy
1127,565,And if so how much are they going for?,unitAssignment
1128,95,2nd option is good for me,unitAssignment
1129,699,GOODAY do pictures of the place my bed is a cal.king,unknown
1130,645,and following up,unknown
1131,1036,be pet allow,pet
1132,726,Any downstairs and available for move by the 31 or the 1st of April and special anything without carpet,unitAssignment
1133,1379,Or 6 month lease,leasePeriod
1134,997,do -PRON- guy have a pool for resident to use,pool
1135,998,Could you send me information ?,unknown
1136,293,My credit is not good,unknown
1137,793,where would i be live,community_address
1138,121,looking for 1 bed and 1 bath,unitAssignment
1139,41,I can't,unknown
1140,1092,Cancel,unknown
1141,1390,Any specials,leasingOfficePromotion
1142,1421,I need to change my tour time,tourReschedule
1143,345,"I would like to yes. Monday - Thursday after 5pm is when my wife and I would be available, is there a time next week that schedule might work?",tourBooking
1144,1325,Is the 2bd/1ba priced at $980?,unitAssignment
1145,1124,What type of heating system do your units feature?,heatingSystem
1146,609,Just looking for potential apartments,unknown
1147,1185,"Is there a pool? If yes, is it an indoor our outdoor pool?",pool
1148,1384,cancel the tour,tourCancellation
1149,1427,"No, that pricing won't work for me",wantsLessExpensiveUnit
1150,364,Unit 208.,unitAssignment
1151,1101,"I'm here now with Nora, thank you",unknown
1152,522,Good- thank you 🙏,unknown
1153,84,And I would need a 1 bedroom,unitAssignment
1154,952,Are you able to cater to people with disabilities?,handicapPolicy
1155,910,pet,pet
1156,1426,Can you cancel my visit?,tourCancelled
1157,1405,"What is the rent for 1 bedroom and studio, with washer ad dryer.",unitAssignment
1158,1079,You can call me any time today,unknown
1159,1195,"Is there electric car charging? If yes, is the charging available for personal parking spaces or designated spaces?",electricVehicleCharging
1160,247,Its fine works for me,unknown
1161,92,Im looking for 1 bed and 1 bath,unitAssignment
1162,130,Yes. I am available. I ma looking for something between 550 to 620. Are there any other units available?,unitAssignment
1163,307,be there any utility offerre,utility
1164,869,Is the tour tomorrow at 6:00 for #306 or #406 1461 Alice or both?,tourBooking
1165,1207,"Hi Kelsey! May I have a virtual tour? & I am looking to move from Mississippi within the next few months, when do you think would be the best time to apply?",virtualTour
1166,151,"Hi Kelsey, thanks for reaching out to me. I will be in Houston on Friday and was wondering if there where any available tour's and at what time.",tourBooking
1167,1423,I want to cancel the tour,tourCancelled
1168,1199,"Bueno tardes, nesecito ser una cita para un apto de tres avitaciones, este numero me lo dio una amiga ",unknown
1169,465,Is there any security fee?,deposit
1170,165,I am looking for 2 bedrooms  and 2 bathrooms,unitAssignment
1171,177,I'm heading there now to look at a one bedroom.,unknown
1172,551,can i come for tour?,tourBooking
1173,70,The 23rd is Wednesday,unknown
1174,1314,Do you all accept section 8?,section8
1175,966,Yes I am looking for a 3 bedroom,unitAssignment
1176,40,I appreciate you responding,unknown
1177,18,One more question is there any utilities included in the rent?,utilityBilling
1178,256,Thankyou,unknown
1179,268,be there any income requirement,incomeRequirement
1180,1039,Ok he has a pit thanks,pet
1181,1075,Yes!,unknown
1182,275,Can i come for tour?,tourBooking
1183,874,That would be wonderful too actually thank you!,unknown
1184,1076,"Hi there.  I was on the site checking prices. Unfortunately,  you are out of my price range.",unknown
1185,795,Can I check out this property on a website,propertyWebsiteLink
1186,834,3 pm works for me,tourBooking
1187,510,"No, I found a place. Thank you.",unknown
1188,1090,what do i need to qualified,unknown
1189,690,"Thanks! That sounds great!
Thursday works-I believe the time was 5pm on the listing?",tourBooking
1190,1099,Do you Have washer and dryer hook up?,laundry
1191,590,2 beds,unitAssignment
1192,1041,You too,unknown
1193,1267,Prices,unitAssignment
1194,447,Is there any late charges?,rentLateFee
1195,611,What is the pet polocy,pet
1196,1297,Do I pay for applications are no,applicationFee
1197,888,"Oh dang, what address was the other location?",community_address
1198,1098,what equipment are there in gym?,gym
1199,3,can you help with specially abled people,handicapPolicy
1200,1290,Just information I pretty I have seen the property back before Covid-19 2016& 2017 but I need info on a 3 bedroom 2bathroom how much it leasing for!,unitAssignment
1201,1012,"do you have any 3 bedroom
2 bath or 2 bedroom 2 barb available with a washer and dryer connection?",unitAssignment
1202,306,That is pricey,incomeRequirement
1203,1441,I'm sorry to say I will be canceling the appointment for the viewing. Thank you for your time.,tourCancelled
1204,948,do -PRON- have any hard income requirement,incomeRequirement
1205,1229,"Hi Kelsey, do you offer furnished apartments? Also, is there an option for month to month leases?",leasePeriod
1206,901,Can someone video call me from the house,virtualTour
1207,82,Is the rent going to be the same over ...,rentIncrementPolicy
1208,77,I need to speak to someone at your convenience.,leasingAgentContact
1209,988,I'm not available on the weekend,tourBooking
1210,1136,I am available Friday at 2:30pm. Would that work?,tourBooking
1211,1432,I'd like to cancel my tour please,tourCancelled
1212,1311,Okay would u be able to tell me the deposit it fee and application fee,applicationFee
1213,1116,"Thanks for reaching out, I've signed up for an open house on 3/06. Is anything else required?",tourBooking
1214,831,Hours of operation,unknown
1215,855,"Hello Ryan, is the 6:00pm appt for the moving still available for tomorrow???",tourBooking
1216,347,Does this community feature a hot tub,hotTub
1217,477,be pool part of the amenity,pool
1218,900,April 6th moth the 8th I'll be at work,unknown
1219,601,1st option is good for me,unitAssignment
1220,1019,Can you send over the location,community_address
1221,935,Okay perfect!!,unknown
1222,1168,"Thanks for the reply I will definitely  be there at 5pm on Tuesday  February  16th to meet  with  Mr. Gothberg, and thank you  for your time 
Kenneth Quivers",tourBooking
1223,693,Can you cancel my tour,tourCancellation
1224,234,21st april 9 pm,tourBooking
1225,237,"Friday, 10:30Am",tourBooking
1226,405,yes,unknown
1227,184,Do i have to opt in for insurance,renterInsurance
1228,618,I currently live in NYC so would it be possible to schedule a viewing in a week or two? I'm planning to fly out to SF to view apartments,tourBooking
1229,1170,do you have workout area,gym
1230,535,I don't need a tour but I'm trying to figure out what exactly I'd be paying to move in asap,moveInCost
1231,354,Sure!! A virtual tour?,virtualTour
1232,1156,Does this property have AC,airConditioner
1233,764,I I'll get this too right,unknown
1234,608,what would be the total cost of move in to -PRON- property,moveInCost
1235,1430,"Sorry, I like to cancel the tour.",tourCancelled
1236,710,Okay I'll go ahead and call him thank you!,unknown
1237,1383,No washer and dryer connection.,laundry
1238,788,"Okey that's work for me,",unknown
1239,481,I need talk to the leasing office,leaseOfficeContact
1240,33,What utilities are included in the rent?,utility
1241,201,can i stay for just a month,leasePeriod
1242,1274,Do you have in unit washer and drier,laundry
1243,945,Are there any Sunday tours,tourBooking
1244,283,I have been so busy with work and I work from 9pm to 7 am Sunday through Thursday nights. So when I get off I'm dragging myself because of the type of work I do,unknown
1245,1047,I am going to have to cancel,unknown
1246,562,And my move in date is late may,unitAssignment
1247,737,Yes I have a couple of questions.,unknown
1248,463,"3, preferably 4 beds/ 2 baths",unitAssignment
1249,135,"I'm sorry, I take that back, we were just alerted that we're reopening, darn.",unknown
1250,1210,Do you all have virtual tours,virtualTour
1251,1362,Hello I wanted to ask how much is it for a one bedroom ? Is there any deposit?,moveInCost
1252,360,"One bedroom, one bath. If there's a two bedroom available I wouldn't mind seeing it but a one bedroom is fine. 
I'm hoping to move in by May 1",unitAssignment
1253,921,Ok. Is the live tour an option?,tourOptions
1254,1345,Virtual,virtualTour
1255,879,"Awesome.. See you around the 11th.
What will be the security deposit and requirements..",deposit
1256,476,Is all bills paid,applicationFee
1257,1089,Hi yes I would like that,unknown
1258,863,I would like more information before I schedule a tour,unknown
1259,443,"
Should unarchive AGAIN",unknown
1260,912,What's the deposit for this unit?,deposit
1261,1143,I just need a place for me my new Bron please,unknown
1262,104,"Yes Kelsey, its there any 2 bedrooms available",unitAssignment
1263,1186,Confirming that the apartment is cat friendly?,pet
1264,719,Is there a Swimming pool?,pool
1265,1458,Tour,tourBooking
1266,750,Si estoy buscando apartamento de 3 recamaras Kelsey,unknown
1267,566,2bdr 2 bath,unitAssignment
1268,1397,Do you have any specials,leasingOfficePromotion
1269,814,could i come and visit,tourBooking
1270,359,Yes Thank you for replying back to me so fast,unknown
1271,1460,"Hi Kelsey! Thank you for following up, and yes I would be very interested in scheduling a tour. Do you have anytime available this Saturday? I would like to see some of the available units and ask about move in options, agreements, etc.",tourBooking
1272,1317,Do you have washer/dryer connections?,laundry
1273,431,Hi Kelsey. Thank you for reaching out. I would like to tour the apartment on Thursday at 2pm. An in-person tour would be best for me,tourBooking
1274,107,I prefer a place with a stove. I also am not bringing my car with me so Oakland will be a little far given my job in dogpatch,amenities
1275,805,No our dog is not allowed. Thank you,unknown
1276,198,What is the lease lock in time,leasePeriod
1277,53,I will have to check my work schedule and let you know.,unknown
1278,112,"Le gustó “Hola Kelvyn. Fue genial hablar contigo por teléfono antes. He confirmado tu visita para el 2022-03-26 a las 2:30 PM. Para su demostración por favor nos encontramos en la oficina de El Sol Del Río en 14405 Río Bonito, Houston, TX, 77083. También enviaré una confirmación con direcciones en la mañana de su tour. Si tiene alguna pregunta, no dude en ponerse en contacto conmigo a través de un mensaje de texto aquí. Gracias y que tenga un buen día!”",unknown
1279,79,This the address?,community_address
1280,1011,How many units are there?,total_units
1281,326,Hey Kelsey. Thanks for the message. Actually I was wondering do you have any studios available? Also is month to month and option?,unitAssignment
1282,649,I'll head over there after work ,unknown
1283,83,April 29th is my move in date. And two bedrooms one bath,unitAssignment
1284,1266,"Yes, more info on price and availability.",unitAssignment
1285,75,Around 12:15pm,tourBooking
1286,642,is there any rent control?,rentIncrementPolicy
1287,159,Me pueden llamar necesito hacerles una pregunta?,unknown
1288,1359,"What would be the down payment , monthly payment and if the utilities are included",unitAssignment
1289,1361,Can I do a virtual tour?,virtualTour
1290,982,"As of right now, no ma'am. We already have a scheduled tour this Thursday at 4:30",tourBooking
1291,1193,https://www.zumper.com/apartment-buildings/p226885/1025-post-downtown-san-francisco-ca?bsft_eid=f0a0cafe-a1f3-4e5d-93db-897abc412ad2&bsft_aaid=aa62ecf7-2655-4bf,propertyWebsiteLink
1292,569,I have pay stubs will you be able to get me in if approved in by the end of the month or sooner,unknown
1293,558,can i sublease,sublease
1294,859,I called the # and SF rent answered Marcus,unknown
1295,545,I really need a w/d connections. Thank you,unknown
1296,890,I need one room apartment and I'm planning to move asap,unitAssignment
1297,402,It a have to be virtually.,virtualTour
1298,1129,Hey I was wondering if you had any 2bedroom 2 baths maybe?,unitAssignment
1299,106,Leasing Office Address,leaseOfficeDirection
1300,835,Is there additional cost to move in,moveInCost
1301,1353,How much is the deposit,deposit
1302,155,Yes maam,unknown
1303,1251,I'm curious as to what utilities are included into the monthly rent; if any. I've been considering moving to Houston for a decent while now and need somewhere somewhat safe and in a reliable area and considered your area to be as such.,utilityBilling
1304,57,"Yes, I'd like to schedule a tour.",tourBooking
1305,671,I said 8:00pm don't believe you heard me correct I can do that time sun,tourBooking
1306,1254,"Goodmorning, Yes I would love a tour but I'm moving from Norfolk va to Houston is their any way possible that I could do a virtual tour?",virtualTour
1307,96,how much be the laundry per load,laundry
1308,1097,Together $3600 a mouth,unknown
1309,263,That would be perfect,unknown
1310,907,be there a pool in the property,pool
1311,520,Hey there sorry for not getting back to you sooner. I'm exploring a few other options I expect to work out so I'll reach out if not,unknown
1312,824,Rental requirements,unknown
1313,936,Is there any deposit for pets?,petRent
1314,993,are viewings only available on weekdays?,tourBooking
1315,423,"Do you accept applicants with broken lease or eviction history? If yes, how long ago must their broken lease or eviction have been?",evictionPolicy
1316,180,yes but i'll have time again on Friday will get you back,tourBooking
1317,1308,Yes I have a question for how much time is the contract?,leasePeriod
1318,1312,Okay and bills paid or which ones will I have to pay,utility
1319,1091,If not ill take the 2 bedroom,unitAssignment
1320,659,Hi I'm here at the office ,unknown
1321,616,I will have the money Friday I get paid this week please,unknown
1322,1377,swimming pool,pool
1323,1339,Yes I wanted to know is there a deposit and app fee ?,deposit
1324,1203,How do I do the application,applicationProcess
1325,1067,How much is 3/2,unitAssignment
1326,295,"Yes thank you
I'll be there ",unknown
1327,319,i am looking for 1 bed and 1 bath,unitAssignment
1328,329,do utility cost more,utility
1329,593,Yes mam!!!! I would,unknown
1330,44,What is the phone number for the leasing office?,leaseOfficeContact
1331,746,1 bedroom & 1 Bathroom whenever it's available,unitAssignment
1332,398,How much is the rent for a 1br apt?,unitAssignment
1333,749,Is there any car charging stations,electricVehicleCharging
1334,117,Hi Kelsey I'm Angela it's my information that should be attached to everything. My wife Brenda sent everything in for me. I live in Missouri and she's already moved to Texas so yes I am trying to get Situated so I can move,unknown
1335,1380,Yeah I have a felony of 8 years back agg robbery in was wondering if this could stop me from moving into your establishment,misdemeanorPolicy
1336,1411,Out of my budget,wantsLessExpensiveUnit
1337,1368,What's the price of them,unitAssignment
1338,667,Does it except pets,pet
1339,1201,Hi. I will be in Houston on May 22nd. Can I come by that day? Also how much is required to move into your one b droom on July 1st 2022 altogether?,moveInCost
1340,657,if i have a pet be that alright,pet
1341,1246,Yes hello I wanted to know about the utilities and unit size available around the time,utilityBilling
1342,457,"It would be just me and my son, he's 3. Im 26. I am just looking for a better living situation for us. And affordable because I will be paying alone.",moveInCost
1343,822,"Thanks you! My budget is 1300. It will be my wife, daughter and I. I don't have any pets.",unitAssignment
1344,1144,Please describe all costs related to the application process.,applicationFee
1345,580,What are your leasing office hours on Friday?,leasingOfficeHoursFriday
1346,1119,APRIL 1ST @11AM,unknown
1347,574,Llegue a las 3 y me indican que están cerrados y que no me pueden atender ..,unknown
1348,617,Around 1030 ?,unknown
1349,390,i be just wonder what be the amenity here,amenities
1350,1343,Do you offer virtual tours,virtualTour
1351,1319,Do you have exact pricing on the units available? Can I see an available 1 and 2 bedroom unit on the tour?,unitAssignment
1352,1258,Does water goes include with the rent?,utility
1353,614,do -PRON- have a fitness center,gym
1354,753,How much is the rent for the property?,unitAssignment
1355,922,Ya pague 130 de aplicación,unknown
1356,697,"Quick question, were you talking about today or tomorrow for the 3:30 tour?",tourBooking
1357,1205,Hi are you doing virtual tours?,virtualTour
1358,868,How much is the late fee?,rentLateFee
1359,567,do i have to pay for a pet?,petRent
1360,1442,Can you cancel I apologize for the inconvenience. I'll reschedule on my own. ,tourReschedule
1361,192,Which holidays are you closed for,leasingOfficeHolidays
1362,1037,I could try to do Saturday afternoon.,tourBooking
1363,381,Wed Feb 17 11.30 am works for me,tourBooking
1364,270,"Goodmorning, Yes I would love a tour but I'm moving from Norfolk va to Houston is their any way possible that I could do a virtual tour?",virtualTour
1365,1055,So no bills paid,unknown
1366,676,Yes I wanted to know the payment and requirements for moving in for a studio or 1 bd/1bath,unitAssignment
1367,1077,But what's the price,unitAssignment
1368,1008,Is Saturday April 9th at 1pm a good time?,tourBooking
1369,730,Im coming up from Southern California,unknown
1370,838,Thank you for your time!,unknown
1371,74,Hello do you have a 2 bdrm and how much,unitAssignment
1372,1242,How much 1 bed,unitAssignment
1373,358,How are utilities billed to residents?,utilityBilling
1374,641,Or else virtual tour is okay too,virtualTour
1375,109,"Yes I will possibly interested in a virtual tour eventually, but just looking for more info for now. I viewed your photos and love the atmosphere. My family and I will be moving to Houston from NY in May and are looking to secure housing before we arrive. I would like to know if we can apply from here using our current paystubs or is it required that we are Houston residents with Houston paystubs first?",unknown
1376,741,What is the income proof document required,incomeRequirement
1377,1023,"Yes, I would like to schedule a tour",tourBooking
1378,1211,If the tour isn't virtual I will not be able too until I'm in state which will be next month,virtualTour
1379,46,common area,commonAreas
1380,701,do -PRON- have exercise facility,gym
1381,281,1 bed 1 bath with washer dry connects,unitAssignment
1382,286,I just submitted the application,applicationProcess
1383,361,On what day of the month would rent be considered late? What is the late rent fee if rent is paid after that date?,rentLateFee
1384,602,I also have someone coming with me I'm referring ,unknown
1385,844,K,unknown
1386,1171,hi yes i would like to schedule a tour,tourBooking
1387,1084,I was able to look at a unit so now I'm just waiting for a call. Thanks,unknown
1388,397,Can you tell me about the current promotion?,leasingOfficePromotion
1389,491,yess,unknown
1390,137,hello Ryan thank you for your attention ok I am free that Saturday or Sunday if possible I would like to visit thank you.,tourBooking
1391,557,"Yes, please",unknown
1392,1159,I want to see 1 bdrm,unitAssignment
1393,931,Do I need a lease guarantor,leaseGaurantor
1394,1371,I would like to ask how much would it be for a 3bed room,unitAssignment
1395,365,Thanks so much!,unknown
1396,449,what general amenity do this have,amenities
1397,1284,Yes can you tell me what is the average cost of utilities and what is covered?? Thank you,moveInCost
1398,679,Thank you for contacting me. If possible Can we schedule a tour for Thursday or Friday. Thank you,tourBooking
1399,942,Are the heaters built in?,heatingSystem
1400,581,could -PRON- tell -PRON- the total fee that i should expect while move in,moveInCost
1401,1349,925,unitAssignment
1402,1392,What's the location,community_address
1403,506,I won't be available this Saturday,tourBooking
1404,69,"Yes 
Looking for a 1 or 2 bedroom was w/d connection. Price range $800-$1000",unitAssignment
1405,208,What are requirements to move in,moveInCost
1406,210,"KIPP Zenith 11000 Scott st. Houston, Tx is where my daughter will be attending school. And I’m working 6516 Westheimer rd. Is it possible that you can find some places between these two addresses? So far from the list I like Westchase Preserve, and Briarwood.",unitAssignment
1407,119,Thanks! Are there any units available with balcony?,amenities
1408,716,"What is the rent for 1 bedroom and studio, with washer ad dryer.",unitAssignment
1409,648,How can i see the house/property?,tourOptions
1410,1073,I'm looking to move in may 1,unitAssignment
1411,284,Hi Ryan! We spoke earlier and booked a tour for Monday at 1 pm :),tourBooking
1412,7,"Good morning sorry for the delayed response but yes would like to schedule a tour, preferably tomorrow",tourBooking
1413,669,Y cuánto es más o menos,unknown
1414,1398,Can you cancel I apologize for the inconvenience. I'll reschedule on my own.,tourCancellation
1415,637,Is all utilities included garbage electricity heat,utility
1416,583,"Hi, I wasn't asked to pay a fee for the application. Is there a step I may have missed? Thanks!",applicationFee
1417,239,With deposit?,deposit
1418,588,Hi Kelsey. I would love my information. I just tried calling.,unknown
1419,498,could -PRON- highlight -PRON- top attraction,amenities
1420,62,Okay thanks! Do you have availability next Thursday afternoon?,tourBooking
1421,105,Hello yes I found a place,unknown
1422,1459,"Hi Kelsey! Thank you for following up, and yes I would be very interested in scheduling a tour. Do you have anytime available this Saturday? I would like to see some of the available units and ask about move in options, agreements, etc.",tourBooking
1423,318,Yes,unknown
1424,802,I need to change my tour time,rescheduleTour
1425,1249,I would like to know additional information on application fee and How much would a 1bed room be for a down stairs apartment,moveInCost
1426,133,"Really wish y'all did , but that's okay . You have a good day as well ",unknown
1427,1315,hello i was wondering the prices and availability,unitAssignment
1428,635,Okay That Works,unknown
1429,1174,"Oh hello and good morning! I have been offered a job in the Galleria area and really liked your complex. However, I would be looking to move until about July, as I am currently in South Carolina.",unknown
1430,1232,"My apologies, I was sidetracked and just submitted it. I wanted to know what was the monthly income needed for the 3 bedrooms and if there were any available mid June?",incomeRequirement
1431,310,Hey can I call you,unknown
1432,1431,Hi my tour was cancelled because you guys said the unit is no longer available ,tourCancelled
1433,373,can resident sublet,sublease
1434,1406,How much do I have to put down to move in ?,deposit
1435,437,No I don't really like that one.,unknown
1436,266,Do you have tour availability next Saturday,tourBooking
1437,1043,Thank you very much!,unknown
1438,1009,I am looking for 2 bedrooms and 2 bathrooms,unitAssignment
1439,1357,"I filled out application online
Please check status",applicationProcess
1440,619,I try to call but no answer,unknown
1441,1065,Hey! How safe is your area?,unknown
1442,236,"Are pets allowed at this community? If yes, what types/breeds are allowed and which breeds are prohibited? Additionally, If you have a pet policy posted online, please paste the link here.",pet
1443,314,be there a laundry room onsite,laundry
1444,564,"Yes, please tomorrow 6pm is good for me",tourBooking
1445,1283,What do you require for a person to rent,applicationProcess
1446,800,"Hi Ryan, yes please I would like to set up a tour of the property.",tourBooking
1447,274,what is the minimum deposit,deposit
1448,474,what be the good feature of this apartment,amenities
1449,1410,It is too expensive,wantsLessExpensiveUnit
1450,542,What all things are there in common area,commonAreas
1451,1027,I do apologize for the late response. I am at work. But I was specifically interested in seeing unit #05 that I saw advertised for $1195 per month.,tourBooking
1452,930,I am looking for 2bed 2 bath,unitAssignment
1453,380,What's the name of the place? And I would like to set up a tour,tourBooking
1454,384,Do I need a minimum credit score,creditScore
1455,523,Quería saber si puedo moverme hoy mismo?,unknown
1456,813,Ok can I park at your office,parking
1457,797,"Do you offer virtual tours? If yes, please describe here how virtual tours work.",virtualTour
1458,1184,2 bedrooms,unitAssignment
1459,1141,So 95 total?,unknown
1460,915,No thank you,unknown
